obsnme,obsval,weight,obgnme
trgw_0_15_16_20170831,33.94,1.0,trgw_0_15_16
trgw_0_15_16_20170930,33.917,1.0,trgw_0_15_16
trgw_0_15_16_20171031,33.959,1.0,trgw_0_15_16
trgw_0_15_16_20171130,34.051,1.0,trgw_0_15_16
trgw_0_15_16_20171231,34.17,1.0,trgw_0_15_16
trgw_0_21_10_20151231,34.15,1.0,trgw_0_21_10
trgw_0_21_10_20160131,34.275999999999996,1.0,trgw_0_21_10
trgw_0_21_10_20160229,34.381,1.0,trgw_0_21_10
trgw_0_21_10_20160331,34.438,1.0,trgw_0_21_10
trgw_0_21_10_20160430,34.422,1.0,trgw_0_21_10
trgw_0_21_10_20160531,34.334,1.0,trgw_0_21_10
trgw_0_21_10_20160630,34.203,1.0,trgw_0_21_10
trgw_0_21_10_20160731,34.066,1.0,trgw_0_21_10
trgw_0_21_10_20160831,33.946,1.0,trgw_0_21_10
trgw_0_21_10_20160930,33.881,1.0,trgw_0_21_10
trgw_0_21_10_20161031,33.887,1.0,trgw_0_21_10
trgw_0_21_10_20161130,33.966,1.0,trgw_0_21_10
trgw_0_21_10_20161231,34.099000000000004,1.0,trgw_0_21_10
trgw_0_21_10_20170131,34.244,1.0,trgw_0_21_10
trgw_0_21_10_20170228,34.351,1.0,trgw_0_21_10
trgw_0_21_10_20170331,34.406,1.0,trgw_0_21_10
trgw_0_21_10_20170430,34.384,1.0,trgw_0_21_10
trgw_0_21_10_20170531,34.29,1.0,trgw_0_21_10
trgw_0_21_10_20170630,34.155,1.0,trgw_0_21_10
trgw_0_21_10_20170731,34.014,1.0,trgw_0_21_10
trgw_0_21_10_20170831,33.911,1.0,trgw_0_21_10
trgw_0_21_10_20170930,33.876999999999995,1.0,trgw_0_21_10
trgw_0_21_10_20171031,33.921,1.0,trgw_0_21_10
trgw_0_21_10_20171130,34.028,1.0,trgw_0_21_10
trgw_0_21_10_20171231,34.171,1.0,trgw_0_21_10
trgw_0_22_15_20151231,33.992,1.0,trgw_0_22_15
trgw_0_22_15_20160131,34.086999999999996,1.0,trgw_0_22_15
trgw_0_22_15_20160229,34.157,1.0,trgw_0_22_15
trgw_0_22_15_20160331,34.191,1.0,trgw_0_22_15
trgw_0_22_15_20160430,34.173,1.0,trgw_0_22_15
trgw_0_22_15_20160531,34.107,1.0,trgw_0_22_15
trgw_0_22_15_20160630,34.014,1.0,trgw_0_22_15
trgw_0_22_15_20160731,33.921,1.0,trgw_0_22_15
trgw_0_22_15_20160831,33.84,1.0,trgw_0_22_15
trgw_0_22_15_20160930,33.8,1.0,trgw_0_22_15
trgw_0_22_15_20161031,33.811,1.0,trgw_0_22_15
trgw_0_22_15_20161130,33.873000000000005,1.0,trgw_0_22_15
trgw_0_22_15_20161231,33.969,1.0,trgw_0_22_15
trgw_0_22_15_20170131,34.07,1.0,trgw_0_22_15
trgw_0_22_15_20170228,34.14,1.0,trgw_0_22_15
trgw_0_22_15_20170331,34.172,1.0,trgw_0_22_15
trgw_0_22_15_20170430,34.15,1.0,trgw_0_22_15
trgw_0_22_15_20170531,34.079,1.0,trgw_0_22_15
trgw_0_22_15_20170630,33.984,1.0,trgw_0_22_15
trgw_0_22_15_20170731,33.885999999999996,1.0,trgw_0_22_15
trgw_0_22_15_20170831,33.818000000000005,1.0,trgw_0_22_15
trgw_0_22_15_20170930,33.801,1.0,trgw_0_22_15
trgw_0_22_15_20171031,33.839,1.0,trgw_0_22_15
trgw_0_22_15_20171130,33.918,1.0,trgw_0_22_15
trgw_0_22_15_20171231,34.02,1.0,trgw_0_22_15
trgw_0_24_4_20151231,34.317,1.0,trgw_0_24_4
trgw_0_24_4_20160131,34.442,1.0,trgw_0_24_4
trgw_0_24_4_20160229,34.559,1.0,trgw_0_24_4
trgw_0_24_4_20160331,34.637,1.0,trgw_0_24_4
trgw_0_24_4_20160430,34.64,1.0,trgw_0_24_4
trgw_0_24_4_20160531,34.563,1.0,trgw_0_24_4
trgw_0_24_4_20160630,34.429,1.0,trgw_0_24_4
trgw_0_24_4_20160731,34.274,1.0,trgw_0_24_4
trgw_0_24_4_20160831,34.131,1.0,trgw_0_24_4
trgw_0_24_4_20160930,34.041,1.0,trgw_0_24_4
trgw_0_24_4_20161031,34.025999999999996,1.0,trgw_0_24_4
trgw_0_24_4_20161130,34.092,1.0,trgw_0_24_4
trgw_0_24_4_20161231,34.225,1.0,trgw_0_24_4
trgw_0_24_4_20170131,34.382,1.0,trgw_0_24_4
trgw_0_24_4_20170228,34.507,1.0,trgw_0_24_4
trgw_0_24_4_20170331,34.585,1.0,trgw_0_24_4
trgw_0_24_4_20170430,34.582,1.0,trgw_0_24_4
trgw_0_24_4_20170531,34.496,1.0,trgw_0_24_4
trgw_0_24_4_20170630,34.358000000000004,1.0,trgw_0_24_4
trgw_0_24_4_20170731,34.202,1.0,trgw_0_24_4
trgw_0_24_4_20170831,34.078,1.0,trgw_0_24_4
trgw_0_24_4_20170930,34.023,1.0,trgw_0_24_4
trgw_0_24_4_20171031,34.05,1.0,trgw_0_24_4
trgw_0_24_4_20171130,34.150999999999996,1.0,trgw_0_24_4
trgw_0_24_4_20171231,34.301,1.0,trgw_0_24_4
trgw_0_26_6_20151231,34.177,1.0,trgw_0_26_6
trgw_0_26_6_20160131,34.317,1.0,trgw_0_26_6
trgw_0_26_6_20160229,34.431999999999995,1.0,trgw_0_26_6
trgw_0_26_6_20160331,34.497,1.0,trgw_0_26_6
trgw_0_26_6_20160430,34.483000000000004,1.0,trgw_0_26_6
trgw_0_26_6_20160531,34.391,1.0,trgw_0_26_6
trgw_0_26_6_20160630,34.249,1.0,trgw_0_26_6
trgw_0_26_6_20160731,34.099000000000004,1.0,trgw_0_26_6
