iteration,total_runs,obs_realization,par_realization,gage,headwater,in_ghb,in_rch,in_sfr,in_ss,in_sy,in_wel,out_ghb,out_rch,out_sfr,out_ss,out_sy,out_wel,tailwater,trgw_0_13_10,trgw_0_15_16,trgw_0_21_10,trgw_0_22_15,trgw_0_24_4,trgw_0_26_6,trgw_0_29_15,trgw_0_2_15,trgw_0_2_9,trgw_0_33_7,trgw_0_34_10,trgw_0_3_8,trgw_0_9_1,trgw_2_13_10,trgw_2_15_16,trgw_2_21_10,trgw_2_22_15,trgw_2_24_4,trgw_2_26_6,trgw_2_29_15,trgw_2_2_15,trgw_2_2_9,trgw_2_33_7,trgw_2_34_10,trgw_2_3_8,trgw_2_9_1,sto_ss_2,npf_k_1,sto_ss_0,sto_sy_0,sto_ss_1,npf_k33_2,npf_k_2,npf_k_0,npf_k33_1,npf_k33_0,rch,welflux_16,welflux_13,welflux_2,welflux_10,welflux_20,welflux_24,welflux_17,welflux_5,welflux_23,welflux_18,welflux_11,welflux_1,welflux_8,welflux_14,welflux_9,welflux_21,welflux_22,welflux_6,welflux_0,welflux_12,welflux_4,welflux_19,welflux_15,welflux_3
0,1,base,base,40.7319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.61348,0,11.4877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
